id,bool_col,tinyint_col,smallint_col,int_col,bigint_col,float_col,double_col,date_string_col,string_col,timestamp_col,year,month
380,1,0,0,0,0,0.0,0.0,02/08/09,0,2009-02-08 01:10:03.150,2009,2
381,0,1,1,1,10,1.10000002384,10.1,02/08/09,1,2009-02-08 01:11:03.150,2009,2
382,1,2,2,2,20,2.20000004768,20.2,02/08/09,2,2009-02-08 01:12:03.160,2009,2
383,0,3,3,3,30,3.29999995232,30.3,02/08/09,3,2009-02-08 01:13:03.180,2009,2
384,1,4,4,4,40,4.40000009537,40.4,02/08/09,4,2009-02-08 01:14:03.210,2009,2
385,0,5,5,5,50,5.5,50.5,02/08/09,5,2009-02-08 01:15:03.250,2009,2
386,1,6,6,6,60,6.59999990463,60.6,02/08/09,6,2009-02-08 01:16:03.300,2009,2
387,0,7,7,7,70,7.69999980927,70.7,02/08/09,7,2009-02-08 01:17:03.360,2009,2
388,1,8,8,8,80,8.80000019073,80.8,02/08/09,8,2009-02-08 01:18:03.430,2009,2
389,0,9,9,9,90,9.89999961853,90.9,02/08/09,9,2009-02-08 01:19:03.510,2009,2
390,1,0,0,0,0,0.0,0.0,02/09/09,0,2009-02-09 01:20:03.600,2009,2
391,0,1,1,1,10,1.10000002384,10.1,02/09/09,1,2009-02-09 01:21:03.600,2009,2
392,1,2,2,2,20,2.20000004768,20.2,02/09/09,2,2009-02-09 01:22:03.610,2009,2
393,0,3,3,3,30,3.29999995232,30.3,02/09/09,3,2009-02-09 01:23:03.630,2009,2
394,1,4,4,4,40,4.40000009537,40.4,02/09/09,4,2009-02-09 01:24:03.660,2009,2
395,0,5,5,5,50,5.5,50.5,02/09/09,5,2009-02-09 01:25:03.700,2009,2
396,1,6,6,6,60,6.59999990463,60.6,02/09/09,6,2009-02-09 01:26:03.750,2009,2
397,0,7,7,7,70,7.69999980927,70.7,02/09/09,7,2009-02-09 01:27:03.810,2009,2
398,1,8,8,8,80,8.80000019073,80.8,02/09/09,8,2009-02-09 01:28:03.880,2009,2
399,0,9,9,9,90,9.89999961853,90.9,02/09/09,9,2009-02-09 01:29:03.960,2009,2
400,1,0,0,0,0,0.0,0.0,02/10/09,0,2009-02-10 01:30:04.500,2009,2
401,0,1,1,1,10,1.10000002384,10.1,02/10/09,1,2009-02-10 01:31:04.500,2009,2
402,1,2,2,2,20,2.20000004768,20.2,02/10/09,2,2009-02-10 01:32:04.600,2009,2
403,0,3,3,3,30,3.29999995232,30.3,02/10/09,3,2009-02-10 01:33:04.800,2009,2
404,1,4,4,4,40,4.40000009537,40.4,02/10/09,4,2009-02-10 01:34:04.110,2009,2
405,0,5,5,5,50,5.5,50.5,02/10/09,5,2009-02-10 01:35:04.150,2009,2
406,1,6,6,6,60,6.59999990463,60.6,02/10/09,6,2009-02-10 01:36:04.200,2009,2
407,0,7,7,7,70,7.69999980927,70.7,02/10/09,7,2009-02-10 01:37:04.260,2009,2
408,1,8,8,8,80,8.80000019073,80.8,02/10/09,8,2009-02-10 01:38:04.330,2009,2
409,0,9,9,9,90,9.89999961853,90.9,02/10/09,9,2009-02-10 01:39:04.410,2009,2
410,1,0,0,0,0,0.0,0.0,02/11/09,0,2009-02-11 01:40:04.500,2009,2
411,0,1,1,1,10,1.10000002384,10.1,02/11/09,1,2009-02-11 01:41:04.500,2009,2
412,1,2,2,2,20,2.20000004768,20.2,02/11/09,2,2009-02-11 01:42:04.510,2009,2
413,0,3,3,3,30,3.29999995232,30.3,02/11/09,3,2009-02-11 01:43:04.530,2009,2
414,1,4,4,4,40,4.40000009537,40.4,02/11/09,4,2009-02-11 01:44:04.560,2009,2
415,0,5,5,5,50,5.5,50.5,02/11/09,5,2009-02-11 01:45:04.600,2009,2
416,1,6,6,6,60,6.59999990463,60.6,02/11/09,6,2009-02-11 01:46:04.650,2009,2
417,0,7,7,7,70,7.69999980927,70.7,02/11/09,7,2009-02-11 01:47:04.710,2009,2
418,1,8,8,8,80,8.80000019073,80.8,02/11/09,8,2009-02-11 01:48:04.780,2009,2
419,0,9,9,9,90,9.89999961853,90.9,02/11/09,9,2009-02-11 01:49:04.860,2009,2
420,1,0,0,0,0,0.0,0.0,02/12/09,0,2009-02-12 01:50:04.950,2009,2
421,0,1,1,1,10,1.10000002384,10.1,02/12/09,1,2009-02-12 01:51:04.950,2009,2
422,1,2,2,2,20,2.20000004768,20.2,02/12/09,2,2009-02-12 01:52:04.960,2009,2
423,0,3,3,3,30,3.29999995232,30.3,02/12/09,3,2009-02-12 01:53:04.980,2009,2
424,1,4,4,4,40,4.40000009537,40.4,02/12/09,4,2009-02-12 01:54:05.100,2009,2
425,0,5,5,5,50,5.5,50.5,02/12/09,5,2009-02-12 01:55:05.500,2009,2
426,1,6,6,6,60,6.59999990463,60.6,02/12/09,6,2009-02-12 01:56:05.100,2009,2
427,0,7,7,7,70,7.69999980927,70.7,02/12/09,7,2009-02-12 01:57:05.160,2009,2
428,1,8,8,8,80,8.80000019073,80.8,02/12/09,8,2009-02-12 01:58:05.230,2009,2
429,0,9,9,9,90,9.89999961853,90.9,02/12/09,9,2009-02-12 01:59:05.310,2009,2
430,1,0,0,0,0,0.0,0.0,02/13/09,0,2009-02-13 02:00:05.400,2009,2
431,0,1,1,1,10,1.10000002384,10.1,02/13/09,1,2009-02-13 02:01:05.400,2009,2
432,1,2,2,2,20,2.20000004768,20.2,02/13/09,2,2009-02-13 02:02:05.410,2009,2
433,0,3,3,3,30,3.29999995232,30.3,02/13/09,3,2009-02-13 02:03:05.430,2009,2
434,1,4,4,4,40,4.40000009537,40.4,02/13/09,4,2009-02-13 02:04:05.460,2009,2
435,0,5,5,5,50,5.5,50.5,02/13/09,5,2009-02-13 02:05:05.500,2009,2
436,1,6,6,6,60,6.59999990463,60.6,02/13/09,6,2009-02-13 02:06:05.550,2009,2
437,0,7,7,7,70,7.69999980927,70.7,02/13/09,7,2009-02-13 02:07:05.610,2009,2
438,1,8,8,8,80,8.80000019073,80.8,02/13/09,8,2009-02-13 02:08:05.680,2009,2
439,0,9,9,9,90,9.89999961853,90.9,02/13/09,9,2009-02-13 02:09:05.760,2009,2
440,1,0,0,0,0,0.0,0.0,02/14/09,0,2009-02-14 02:10:05.850,2009,2
441,0,1,1,1,10,1.10000002384,10.1,02/14/09,1,2009-02-14 02:11:05.850,2009,2
442,1,2,2,2,20,2.20000004768,20.2,02/14/09,2,2009-02-14 02:12:05.860,2009,2
443,0,3,3,3,30,3.29999995232,30.3,02/14/09,3,2009-02-14 02:13:05.880,2009,2
444,1,4,4,4,40,4.40000009537,40.4,02/14/09,4,2009-02-14 02:14:05.910,2009,2
445,0,5,5,5,50,5.5,50.5,02/14/09,5,2009-02-14 02:15:05.950,2009,2
446,1,6,6,6,60,6.59999990463,60.6,02/14/09,6,2009-02-14 02:16:06.000,2009,2
447,0,7,7,7,70,7.69999980927,70.7,02/14/09,7,2009-02-14 02:17:06.600,2009,2
448,1,8,8,8,80,8.80000019073,80.8,02/14/09,8,2009-02-14 02:18:06.130,2009,2
449,0,9,9,9,90,9.89999961853,90.9,02/14/09,9,2009-02-14 02:19:06.210,2009,2
450,1,0,0,0,0,0.0,0.0,02/15/09,0,2009-02-15 02:20:06.300,2009,2
451,0,1,1,1,10,1.10000002384,10.1,02/15/09,1,2009-02-15 02:21:06.300,2009,2
452,1,2,2,2,20,2.20000004768,20.2,02/15/09,2,2009-02-15 02:22:06.310,2009,2
453,0,3,3,3,30,3.29999995232,30.3,02/15/09,3,2009-02-15 02:23:06.330,2009,2
454,1,4,4,4,40,4.40000009537,40.4,02/15/09,4,2009-02-15 02:24:06.360,2009,2
455,0,5,5,5,50,5.5,50.5,02/15/09,5,2009-02-15 02:25:06.400,2009,2
456,1,6,6,6,60,6.59999990463,60.6,02/15/09,6,2009-02-15 02:26:06.450,2009,2
457,0,7,7,7,70,7.69999980927,70.7,02/15/09,7,2009-02-15 02:27:06.510,2009,2
458,1,8,8,8,80,8.80000019073,80.8,02/15/09,8,2009-02-15 02:28:06.580,2009,2
459,0,9,9,9,90,9.89999961853,90.9,02/15/09,9,2009-02-15 02:29:06.660,2009,2
460,1,0,0,0,0,0.0,0.0,02/16/09,0,2009-02-16 02:30:06.750,2009,2
461,0,1,1,1,10,1.10000002384,10.1,02/16/09,1,2009-02-16 02:31:06.750,2009,2
462,1,2,2,2,20,2.20000004768,20.2,02/16/09,2,2009-02-16 02:32:06.760,2009,2
463,0,3,3,3,30,3.29999995232,30.3,02/16/09,3,2009-02-16 02:33:06.780,2009,2
464,1,4,4,4,40,4.40000009537,40.4,02/16/09,4,2009-02-16 02:34:06.810,2009,2
465,0,5,5,5,50,5.5,50.5,02/16/09,5,2009-02-16 02:35:06.850,2009,2
466,1,6,6,6,60,6.59999990463,60.6,02/16/09,6,2009-02-16 02:36:06.900,2009,2
467,0,7,7,7,70,7.69999980927,70.7,02/16/09,7,2009-02-16 02:37:06.960,2009,2
468,1,8,8,8,80,8.80000019073,80.8,02/16/09,8,2009-02-16 02:38:07.300,2009,2
469,0,9,9,9,90,9.89999961853,90.9,02/16/09,9,2009-02-16 02:39:07.110,2009,2
470,1,0,0,0,0,0.0,0.0,02/17/09,0,2009-02-17 02:40:07.200,2009,2
471,0,1,1,1,10,1.10000002384,10.1,02/17/09,1,2009-02-17 02:41:07.200,2009,2
472,1,2,2,2,20,2.20000004768,20.2,02/17/09,2,2009-02-17 02:42:07.210,2009,2
473,0,3,3,3,30,3.29999995232,30.3,02/17/09,3,2009-02-17 02:43:07.230,2009,2
474,1,4,4,4,40,4.40000009537,40.4,02/17/09,4,2009-02-17 02:44:07.260,2009,2
475,0,5,5,5,50,5.5,50.5,02/17/09,5,2009-02-17 02:45:07.300,2009,2
476,1,6,6,6,60,6.59999990463,60.6,02/17/09,6,2009-02-17 02:46:07.350,2009,2
477,0,7,7,7,70,7.69999980927,70.7,02/17/09,7,2009-02-17 02:47:07.410,2009,2
478,1,8,8,8,80,8.80000019073,80.8,02/17/09,8,2009-02-17 02:48:07.480,2009,2
479,0,9,9,9,90,9.89999961853,90.9,02/17/09,9,2009-02-17 02:49:07.560,2009,2
480,1,0,0,0,0,0.0,0.0,02/18/09,0,2009-02-18 02:50:07.650,2009,2
481,0,1,1,1,10,1.10000002384,10.1,02/18/09,1,2009-02-18 02:51:07.650,2009,2
482,1,2,2,2,20,2.20000004768,20.2,02/18/09,2,2009-02-18 02:52:07.660,2009,2
483,0,3,3,3,30,3.29999995232,30.3,02/18/09,3,2009-02-18 02:53:07.680,2009,2
484,1,4,4,4,40,4.40000009537,40.4,02/18/09,4,2009-02-18 02:54:07.710,2009,2
485,0,5,5,5,50,5.5,50.5,02/18/09,5,2009-02-18 02:55:07.750,2009,2
486,1,6,6,6,60,6.59999990463,60.6,02/18/09,6,2009-02-18 02:56:07.800,2009,2
487,0,7,7,7,70,7.69999980927,70.7,02/18/09,7,2009-02-18 02:57:07.860,2009,2
488,1,8,8,8,80,8.80000019073,80.8,02/18/09,8,2009-02-18 02:58:07.930,2009,2
489,0,9,9,9,90,9.89999961853,90.9,02/18/09,9,2009-02-18 02:59:08.100,2009,2
490,1,0,0,0,0,0.0,0.0,02/19/09,0,2009-02-19 03:00:08.100,2009,2
491,0,1,1,1,10,1.10000002384,10.1,02/19/09,1,2009-02-19 03:01:08.100,2009,2
492,1,2,2,2,20,2.20000004768,20.2,02/19/09,2,2009-02-19 03:02:08.110,2009,2
493,0,3,3,3,30,3.29999995232,30.3,02/19/09,3,2009-02-19 03:03:08.130,2009,2
494,1,4,4,4,40,4.40000009537,40.4,02/19/09,4,2009-02-19 03:04:08.160,2009,2
495,0,5,5,5,50,5.5,50.5,02/19/09,5,2009-02-19 03:05:08.200,2009,2
496,1,6,6,6,60,6.59999990463,60.6,02/19/09,6,2009-02-19 03:06:08.250,2009,2
497,0,7,7,7,70,7.69999980927,70.7,02/19/09,7,2009-02-19 03:07:08.310,2009,2
498,1,8,8,8,80,8.80000019073,80.8,02/19/09,8,2009-02-19 03:08:08.380,2009,2
499,0,9,9,9,90,9.89999961853,90.9,02/19/09,9,2009-02-19 03:09:08.460,2009,2
500,1,0,0,0,0,0.0,0.0,02/20/09,0,2009-02-20 03:10:08.550,2009,2
501,0,1,1,1,10,1.10000002384,10.1,02/20/09,1,2009-02-20 03:11:08.550,2009,2
502,1,2,2,2,20,2.20000004768,20.2,02/20/09,2,2009-02-20 03:12:08.560,2009,2
503,0,3,3,3,30,3.29999995232,30.3,02/20/09,3,2009-02-20 03:13:08.580,2009,2
504,1,4,4,4,40,4.40000009537,40.4,02/20/09,4,2009-02-20 03:14:08.610,2009,2
505,0,5,5,5,50,5.5,50.5,02/20/09,5,2009-02-20 03:15:08.650,2009,2
506,1,6,6,6,60,6.59999990463,60.6,02/20/09,6,2009-02-20 03:16:08.700,2009,2
507,0,7,7,7,70,7.69999980927,70.7,02/20/09,7,2009-02-20 03:17:08.760,2009,2
508,1,8,8,8,80,8.80000019073,80.8,02/20/09,8,2009-02-20 03:18:08.830,2009,2
509,0,9,9,9,90,9.89999961853,90.9,02/20/09,9,2009-02-20 03:19:08.910,2009,2
510,1,0,0,0,0,0.0,0.0,02/21/09,0,2009-02-21 03:20:09.000,2009,2
511,0,1,1,1,10,1.10000002384,10.1,02/21/09,1,2009-02-21 03:21:09.000,2009,2
512,1,2,2,2,20,2.20000004768,20.2,02/21/09,2,2009-02-21 03:22:09.100,2009,2
513,0,3,3,3,30,3.29999995232,30.3,02/21/09,3,2009-02-21 03:23:09.300,2009,2
514,1,4,4,4,40,4.40000009537,40.4,02/21/09,4,2009-02-21 03:24:09.600,2009,2
515,0,5,5,5,50,5.5,50.5,02/21/09,5,2009-02-21 03:25:09.100,2009,2
516,1,6,6,6,60,6.59999990463,60.6,02/21/09,6,2009-02-21 03:26:09.150,2009,2
517,0,7,7,7,70,7.69999980927,70.7,02/21/09,7,2009-02-21 03:27:09.210,2009,2
518,1,8,8,8,80,8.80000019073,80.8,02/21/09,8,2009-02-21 03:28:09.280,2009,2
519,0,9,9,9,90,9.89999961853,90.9,02/21/09,9,2009-02-21 03:29:09.360,2009,2
520,1,0,0,0,0,0.0,0.0,02/22/09,0,2009-02-22 03:30:09.450,2009,2
521,0,1,1,1,10,1.10000002384,10.1,02/22/09,1,2009-02-22 03:31:09.450,2009,2
522,1,2,2,2,20,2.20000004768,20.2,02/22/09,2,2009-02-22 03:32:09.460,2009,2
523,0,3,3,3,30,3.29999995232,30.3,02/22/09,3,2009-02-22 03:33:09.480,2009,2
524,1,4,4,4,40,4.40000009537,40.4,02/22/09,4,2009-02-22 03:34:09.510,2009,2
525,0,5,5,5,50,5.5,50.5,02/22/09,5,2009-02-22 03:35:09.550,2009,2
526,1,6,6,6,60,6.59999990463,60.6,02/22/09,6,2009-02-22 03:36:09.600,2009,2
527,0,7,7,7,70,7.69999980927,70.7,02/22/09,7,2009-02-22 03:37:09.660,2009,2
528,1,8,8,8,80,8.80000019073,80.8,02/22/09,8,2009-02-22 03:38:09.730,2009,2
529,0,9,9,9,90,9.89999961853,90.9,02/22/09,9,2009-02-22 03:39:09.810,2009,2
530,1,0,0,0,0,0.0,0.0,02/23/09,0,2009-02-23 03:40:09.900,2009,2
531,0,1,1,1,10,1.10000002384,10.1,02/23/09,1,2009-02-23 03:41:09.900,2009,2
532,1,2,2,2,20,2.20000004768,20.2,02/23/09,2,2009-02-23 03:42:09.910,2009,2
533,0,3,3,3,30,3.29999995232,30.3,02/23/09,3,2009-02-23 03:43:09.930,2009,2
534,1,4,4,4,40,4.40000009537,40.4,02/23/09,4,2009-02-23 03:44:09.960,2009,2
535,0,5,5,5,50,5.5,50.5,02/23/09,5,2009-02-23 03:45:10.000,2009,2
536,1,6,6,6,60,6.59999990463,60.6,02/23/09,6,2009-02-23 03:46:10.500,2009,2
537,0,7,7,7,70,7.69999980927,70.7,02/23/09,7,2009-02-23 03:47:10.110,2009,2
538,1,8,8,8,80,8.80000019073,80.8,02/23/09,8,2009-02-23 03:48:10.180,2009,2
539,0,9,9,9,90,9.89999961853,90.9,02/23/09,9,2009-02-23 03:49:10.260,2009,2
540,1,0,0,0,0,0.0,0.0,02/24/09,0,2009-02-24 03:50:10.350,2009,2
541,0,1,1,1,10,1.10000002384,10.1,02/24/09,1,2009-02-24 03:51:10.350,2009,2
542,1,2,2,2,20,2.20000004768,20.2,02/24/09,2,2009-02-24 03:52:10.360,2009,2
543,0,3,3,3,30,3.29999995232,30.3,02/24/09,3,2009-02-24 03:53:10.380,2009,2
544,1,4,4,4,40,4.40000009537,40.4,02/24/09,4,2009-02-24 03:54:10.410,2009,2
545,0,5,5,5,50,5.5,50.5,02/24/09,5,2009-02-24 03:55:10.450,2009,2
546,1,6,6,6,60,6.59999990463,60.6,02/24/09,6,2009-02-24 03:56:10.500,2009,2
547,0,7,7,7,70,7.69999980927,70.7,02/24/09,7,2009-02-24 03:57:10.560,2009,2
548,1,8,8,8,80,8.80000019073,80.8,02/24/09,8,2009-02-24 03:58:10.630,2009,2
549,0,9,9,9,90,9.89999961853,90.9,02/24/09,9,2009-02-24 03:59:10.710,2009,2
550,1,0,0,0,0,0.0,0.0,02/25/09,0,2009-02-25 04:00:10.800,2009,2
551,0,1,1,1,10,1.10000002384,10.1,02/25/09,1,2009-02-25 04:01:10.800,2009,2
552,1,2,2,2,20,2.20000004768,20.2,02/25/09,2,2009-02-25 04:02:10.810,2009,2
553,0,3,3,3,30,3.29999995232,30.3,02/25/09,3,2009-02-25 04:03:10.830,2009,2
554,1,4,4,4,40,4.40000009537,40.4,02/25/09,4,2009-02-25 04:04:10.860,2009,2
555,0,5,5,5,50,5.5,50.5,02/25/09,5,2009-02-25 04:05:10.900,2009,2
556,1,6,6,6,60,6.59999990463,60.6,02/25/09,6,2009-02-25 04:06:10.950,2009,2
557,0,7,7,7,70,7.69999980927,70.7,02/25/09,7,2009-02-25 04:07:11.100,2009,2
558,1,8,8,8,80,8.80000019073,80.8,02/25/09,8,2009-02-25 04:08:11.800,2009,2
559,0,9,9,9,90,9.89999961853,90.9,02/25/09,9,2009-02-25 04:09:11.160,2009,2
560,1,0,0,0,0,0.0,0.0,02/26/09,0,2009-02-26 04:10:11.250,2009,2
561,0,1,1,1,10,1.10000002384,10.1,02/26/09,1,2009-02-26 04:11:11.250,2009,2
562,1,2,2,2,20,2.20000004768,20.2,02/26/09,2,2009-02-26 04:12:11.260,2009,2
563,0,3,3,3,30,3.29999995232,30.3,02/26/09,3,2009-02-26 04:13:11.280,2009,2
564,1,4,4,4,40,4.40000009537,40.4,02/26/09,4,2009-02-26 04:14:11.310,2009,2
565,0,5,5,5,50,5.5,50.5,02/26/09,5,2009-02-26 04:15:11.350,2009,2
566,1,6,6,6,60,6.59999990463,60.6,02/26/09,6,2009-02-26 04:16:11.400,2009,2
567,0,7,7,7,70,7.69999980927,70.7,02/26/09,7,2009-02-26 04:17:11.460,2009,2
568,1,8,8,8,80,8.80000019073,80.8,02/26/09,8,2009-02-26 04:18:11.530,2009,2
569,0,9,9,9,90,9.89999961853,90.9,02/26/09,9,2009-02-26 04:19:11.610,2009,2
570,1,0,0,0,0,0.0,0.0,02/27/09,0,2009-02-27 04:20:11.700,2009,2
571,0,1,1,1,10,1.10000002384,10.1,02/27/09,1,2009-02-27 04:21:11.700,2009,2
572,1,2,2,2,20,2.20000004768,20.2,02/27/09,2,2009-02-27 04:22:11.710,2009,2
573,0,3,3,3,30,3.29999995232,30.3,02/27/09,3,2009-02-27 04:23:11.730,2009,2
574,1,4,4,4,40,4.40000009537,40.4,02/27/09,4,2009-02-27 04:24:11.760,2009,2
575,0,5,5,5,50,5.5,50.5,02/27/09,5,2009-02-27 04:25:11.800,2009,2
576,1,6,6,6,60,6.59999990463,60.6,02/27/09,6,2009-02-27 04:26:11.850,2009,2
577,0,7,7,7,70,7.69999980927,70.7,02/27/09,7,2009-02-27 04:27:11.910,2009,2
578,1,8,8,8,80,8.80000019073,80.8,02/27/09,8,2009-02-27 04:28:11.980,2009,2
579,0,9,9,9,90,9.89999961853,90.9,02/27/09,9,2009-02-27 04:29:12.600,2009,2
580,1,0,0,0,0,0.0,0.0,02/28/09,0,2009-02-28 04:30:12.150,2009,2
581,0,1,1,1,10,1.10000002384,10.1,02/28/09,1,2009-02-28 04:31:12.150,2009,2
582,1,2,2,2,20,2.20000004768,20.2,02/28/09,2,2009-02-28 04:32:12.160,2009,2
583,0,3,3,3,30,3.29999995232,30.3,02/28/09,3,2009-02-28 04:33:12.180,2009,2
584,1,4,4,4,40,4.40000009537,40.4,02/28/09,4,2009-02-28 04:34:12.210,2009,2
585,0,5,5,5,50,5.5,50.5,02/28/09,5,2009-02-28 04:35:12.250,2009,2
586,1,6,6,6,60,6.59999990463,60.6,02/28/09,6,2009-02-28 04:36:12.300,2009,2
587,0,7,7,7,70,7.69999980927,70.7,02/28/09,7,2009-02-28 04:37:12.360,2009,2
588,1,8,8,8,80,8.80000019073,80.8,02/28/09,8,2009-02-28 04:38:12.430,2009,2
589,0,9,9,9,90,9.89999961853,90.9,02/28/09,9,2009-02-28 04:39:12.510,2009,2
1168,1,8,8,8,80,8.80000019073,80.8,04/27/09,8,2009-04-27 04:28:11.980,2009,4
1169,0,9,9,9,90,9.89999961853,90.9,04/27/09,9,2009-04-27 04:29:12.600,2009,4
1170,1,0,0,0,0,0.0,0.0,04/28/09,0,2009-04-28 04:30:12.150,2009,4
1171,0,1,1,1,10,1.10000002384,10.1,04/28/09,1,2009-04-28 04:31:12.150,2009,4
1172,1,2,2,2,20,2.20000004768,20.2,04/28/09,2,2009-04-28 04:32:12.160,2009,4
1173,0,3,3,3,30,3.29999995232,30.3,04/28/09,3,2009-04-28 04:33:12.180,2009,4
1174,1,4,4,4,40,4.40000009537,40.4,04/28/09,4,2009-04-28 04:34:12.210,2009,4
1175,0,5,5,5,50,5.5,50.5,04/28/09,5,2009-04-28 04:35:12.250,2009,4
1176,1,6,6,6,60,6.59999990463,60.6,04/28/09,6,2009-04-28 04:36:12.300,2009,4
1177,0,7,7,7,70,7.69999980927,70.7,04/28/09,7,2009-04-28 04:37:12.360,2009,4
1178,1,8,8,8,80,8.80000019073,80.8,04/28/09,8,2009-04-28 04:38:12.430,2009,4
1179,0,9,9,9,90,9.89999961853,90.9,04/28/09,9,2009-04-28 04:39:12.510,2009,4
1180,1,0,0,0,0,0.0,0.0,04/29/09,0,2009-04-29 04:40:12.600,2009,4
1181,0,1,1,1,10,1.10000002384,10.1,04/29/09,1,2009-04-29 04:41:12.600,2009,4
1182,1,2,2,2,20,2.20000004768,20.2,04/29/09,2,2009-04-29 04:42:12.610,2009,4
1183,0,3,3,3,30,3.29999995232,30.3,04/29/09,3,2009-04-29 04:43:12.630,2009,4
1184,1,4,4,4,40,4.40000009537,40.4,04/29/09,4,2009-04-29 04:44:12.660,2009,4
1185,0,5,5,5,50,5.5,50.5,04/29/09,5,2009-04-29 04:45:12.700,2009,4
1186,1,6,6,6,60,6.59999990463,60.6,04/29/09,6,2009-04-29 04:46:12.750,2009,4
1187,0,7,7,7,70,7.69999980927,70.7,04/29/09,7,2009-04-29 04:47:12.810,2009,4
1188,1,8,8,8,80,8.80000019073,80.8,04/29/09,8,2009-04-29 04:48:12.880,2009,4
1189,0,9,9,9,90,9.89999961853,90.9,04/29/09,9,2009-04-29 04:49:12.960,2009,4
1190,1,0,0,0,0,0.0,0.0,04/30/09,0,2009-04-30 04:50:13.500,2009,4
1191,0,1,1,1,10,1.10000002384,10.1,04/30/09,1,2009-04-30 04:51:13.500,2009,4
1192,1,2,2,2,20,2.20000004768,20.2,04/30/09,2,2009-04-30 04:52:13.600,2009,4
1193,0,3,3,3,30,3.29999995232,30.3,04/30/09,3,2009-04-30 04:53:13.800,2009,4
1194,1,4,4,4,40,4.40000009537,40.4,04/30/09,4,2009-04-30 04:54:13.110,2009,4
1195,0,5,5,5,50,5.5,50.5,04/30/09,5,2009-04-30 04:55:13.150,2009,4
1196,1,6,6,6,60,6.59999990463,60.6,04/30/09,6,2009-04-30 04:56:13.200,2009,4
1197,0,7,7,7,70,7.69999980927,70.7,04/30/09,7,2009-04-30 04:57:13.260,2009,4
1198,1,8,8,8,80,8.80000019073,80.8,04/30/09,8,2009-04-30 04:58:13.330,2009,4
1199,0,9,9,9,90,9.89999961853,90.9,04/30/09,9,2009-04-30 04:59:13.410,2009,4
3340,1,0,0,0,0,0.0,0.0,12/01/09,0,2009-12-01 00:00:00.000,2009,12
3341,0,1,1,1,10,1.10000002384,10.1,12/01/09,1,2009-12-01 00:01:00.000,2009,12
3342,1,2,2,2,20,2.20000004768,20.2,12/01/09,2,2009-12-01 00:02:00.100,2009,12
3343,0,3,3,3,30,3.29999995232,30.3,12/01/09,3,2009-12-01 00:03:00.300,2009,12
3344,1,4,4,4,40,4.40000009537,40.4,12/01/09,4,2009-12-01 00:04:00.600,2009,12
3345,0,5,5,5,50,5.5,50.5,12/01/09,5,2009-12-01 00:05:00.100,2009,12
3346,1,6,6,6,60,6.59999990463,60.6,12/01/09,6,2009-12-01 00:06:00.150,2009,12
3347,0,7,7,7,70,7.69999980927,70.7,12/01/09,7,2009-12-01 00:07:00.210,2009,12
3348,1,8,8,8,80,8.80000019073,80.8,12/01/09,8,2009-12-01 00:08:00.280,2009,12
3349,0,9,9,9,90,9.89999961853,90.9,12/01/09,9,2009-12-01 00:09:00.360,2009,12
3350,1,0,0,0,0,0.0,0.0,12/02/09,0,2009-12-02 00:10:00.450,2009,12
3351,0,1,1,1,10,1.10000002384,10.1,12/02/09,1,2009-12-02 00:11:00.450,2009,12
3352,1,2,2,2,20,2.20000004768,20.2,12/02/09,2,2009-12-02 00:12:00.460,2009,12
3353,0,3,3,3,30,3.29999995232,30.3,12/02/09,3,2009-12-02 00:13:00.480,2009,12
3354,1,4,4,4,40,4.40000009537,40.4,12/02/09,4,2009-12-02 00:14:00.510,2009,12
3355,0,5,5,5,50,5.5,50.5,12/02/09,5,2009-12-02 00:15:00.550,2009,12
3356,1,6,6,6,60,6.59999990463,60.6,12/02/09,6,2009-12-02 00:16:00.600,2009,12
3357,0,7,7,7,70,7.69999980927,70.7,12/02/09,7,2009-12-02 00:17:00.660,2009,12
3358,1,8,8,8,80,8.80000019073,80.8,12/02/09,8,2009-12-02 00:18:00.730,2009,12
3359,0,9,9,9,90,9.89999961853,90.9,12/02/09,9,2009-12-02 00:19:00.810,2009,12
3360,1,0,0,0,0,0.0,0.0,12/03/09,0,2009-12-03 00:20:00.900,2009,12
3361,0,1,1,1,10,1.10000002384,10.1,12/03/09,1,2009-12-03 00:21:00.900,2009,12
3362,1,2,2,2,20,2.20000004768,20.2,12/03/09,2,2009-12-03 00:22:00.910,2009,12
3363,0,3,3,3,30,3.29999995232,30.3,12/03/09,3,2009-12-03 00:23:00.930,2009,12
3364,1,4,4,4,40,4.40000009537,40.4,12/03/09,4,2009-12-03 00:24:00.960,2009,12
3365,0,5,5,5,50,5.5,50.5,12/03/09,5,2009-12-03 00:25:01.000,2009,12
3366,1,6,6,6,60,6.59999990463,60.6,12/03/09,6,2009-12-03 00:26:01.500,2009,12
3367,0,7,7,7,70,7.69999980927,70.7,12/03/09,7,2009-12-03 00:27:01.110,2009,12
3368,1,8,8,8,80,8.80000019073,80.8,12/03/09,8,2009-12-03 00:28:01.180,2009,12
3369,0,9,9,9,90,9.89999961853,90.9,12/03/09,9,2009-12-03 00:29:01.260,2009,12
3370,1,0,0,0,0,0.0,0.0,12/04/09,0,2009-12-04 00:30:01.350,2009,12
3371,0,1,1,1,10,1.10000002384,10.1,12/04/09,1,2009-12-04 00:31:01.350,2009,12
3372,1,2,2,2,20,2.20000004768,20.2,12/04/09,2,2009-12-04 00:32:01.360,2009,12
